N (kg/ha),P (kg/ha),K (kg/ha),Fertilizer A (kg/ha),Fertilizer B (kg/ha),Crop Yield (tons/ha),Soil Type,"Climate (Temp °C, Rainfall mm)"
46.21,49.25,46.89,126.01,57.21,4.3,Clayey Loam,"(24.19207126507795, 458.01981268934173)"
60.72,24.31,41.1,85.74,52.01,4.18,Silty Clay,"(31.644774956943074, 493.32694842292324)"
40.42,32.32,50.19,70.39,55.23,4.78,Sandy,"(25.426944209688692, 450.3484960256587)"
54.09,33.18,66.33,81.83,73.2,6.67,Clayey Loam,"(25.879236732460704, 203.13919198753948)"
58.08,40.36,66.91,144.54,79.34,5.56,Sandy Loam,"(16.24286349516454, 239.12579805523757)"
43.03,32.27,54.61,50.79,62.11,5.83,Loam,"(28.869351595975058, 169.7601747719478)"
61.65,32.67,39.82,131.15,26.88,4.23,Sandy Clay Loam,"(28.421324833191704, 137.20502242505432)"
69.1,19.09,44.31,81.1,68.43,4.24,Sandy Loam,"(26.61331263680828, 410.5071100499284)"
34.26,35.8,65.97,134.47,77.37,7.99,Silty Clay,"(29.11105619946764, 372.96422329057486)"
52.34,36.06,38.49,130.06,54.22,4.4,Silty Clay,"(25.042757870966625, 310.6407766444936)"
34.59,30.46,48.47,75.15,23.28,7.43,Silty Clay Loam,"(16.973112917885544, 227.94402884604227)"
37.28,18.37,28.21,115.41,65.24,6.46,Silty Clay Loam,"(26.416698001331447, 340.1162124714064)"
39.84,21.03,62.44,82.49,91.02,5.19,Silty Clay Loam,"(21.493695281943932, 257.4702260057105)"
39.35,27.7,27.93,92.37,94.39,7.75,Sandy Clay Loam,"(16.10578778005133, 161.87077020550277)"
63.86,24.7,29.64,86.45,82.26,5.89,Sandy Clay Loam,"(15.020053976745267, 344.24976150442046)"
66.32,49.25,53.34,123.15,70.42,6.87,Loam,"(27.652639373919833, 481.5540029343867)"
53.52,37.99,48.89,64.56,41.64,4.04,Clayey Loam,"(22.62464383378662, 225.7574553365975)"
32.39,32.08,35.39,132.43,89.77,6.4,Sandy Loam,"(16.826798798698693, 161.5233556551745)"
69.47,25.56,29.98,75.7,55.13,4.87,Silty Clay Loam,"(30.77152028727329, 449.53160174751616)"
42.48,40.59,26.83,57.12,40.46,6.77,Sandy Clay Loam,"(29.61548794471875, 174.65027326909646)"
57.68,32.27,58.89,108.71,83.37,5.02,Silty Clay,"(22.56773973879276, 128.47806698260283)"
40.05,37.58,44.95,75.25,83.99,5.09,Sandy Clay Loam,"(23.202973003139135, 206.4691123831618)"
55.17,45.03,73.08,145.99,22.37,6.8,Loam,"(27.611145941069097, 152.7134062778789)"
48.9,33.83,44.17,136.74,58.58,5.69,Sandy,"(26.041831654452753, 317.0275952690919)"
44.16,36.46,63.28,145.25,96.34,6.88,Loam,"(19.943016989408576, 412.3759084579712)"
42.3,45.33,70.37,113.34,28.47,8.01,Clayey Loam,"(18.532637643378006, 365.62480034045365)"
65.13,35.95,39.06,40.73,45.48,4.77,Sandy,"(18.023657505997885, 415.96329491334444)"
50.14,37.34,66.25,43.01,35.93,5.3,Sandy Loam,"(16.310760355739827, 314.67050184843845)"
66.84,42.13,73.63,108.59,88.45,8.38,Sandy Loam,"(24.886476614295894, 423.25478299672716)"
32.23,28.7,72.22,123.97,64.07,4.87,Silty Clay Loam,"(18.682246889069887, 218.42271324568833)"
53.73,45.56,28.94,83.22,34.41,5.98,Sandy,"(31.47599701825625, 447.95804553922113)"
35.43,40.99,55.67,90.83,62.39,4.67,Sandy Loam,"(30.546378011117078, 396.73574928579814)"
49.38,20.64,58.93,142.35,38.37,7.83,Sandy,"(23.076009688456338, 458.8346132589686)"
37.27,26.21,41.63,91.64,48.7,6.21,Silty Clay Loam,"(29.47284515572702, 192.92904087317095)"
53.34,35.27,66.22,77.46,32.73,6.26,Sandy Clay Loam,"(31.53349406301199, 314.01462675828327)"
59.37,47.17,32.38,78.18,88.89,4.41,Sandy Clay Loam,"(30.535489165462806, 321.2639931649096)"
63.89,28.13,69.55,57.61,70.04,7.86,Silty Clay Loam,"(24.81886297972947, 268.5561610221301)"
66.68,25.42,52.68,52.34,61.47,5.65,Silty Clay Loam,"(27.635573758336285, 481.872476423759)"
34.65,21.03,47.08,58.95,27.87,5.0,Loam,"(23.135869807184285, 282.63294181385726)"
54.99,40.92,51.46,56.25,24.31,5.09,Loam,"(23.706750011644456, 421.88112414890105)"
69.68,47.23,31.13,57.34,28.22,5.84,Clayey Loam,"(22.01937256746507, 369.6724199211519)"
35.48,25.92,32.85,135.54,78.84,6.02,Sandy,"(26.611036655753395, 277.64852944251453)"
55.56,37.85,59.8,60.82,89.12,7.29,Silty Clay,"(24.720774750709424, 124.32828451509587)"
69.34,34.58,43.02,56.32,46.1,7.38,Sandy Clay Loam,"(15.784590972085466, 472.08163392799196)"
36.27,19.77,52.11,134.28,93.32,7.2,Sandy Clay Loam,"(15.239173319922179, 319.792003433149)"
30.21,44.53,69.6,66.48,50.36,8.22,Loam,"(18.206020988643402, 432.0075130594807)"
53.87,17.94,32.27,110.41,56.72,4.26,Clayey Loam,"(15.046636962944962, 145.5192502203796)"
57.7,48.96,62.59,142.16,61.47,7.14,Sandy Clay Loam,"(27.912626682365108, 285.764266427416)"
42.1,25.55,69.36,58.8,86.67,8.27,Sandy Loam,"(22.028712969891373, 383.2573882763806)"
49.53,22.22,53.18,99.57,97.37,5.44,Sandy Clay Loam,"(24.42613706603793, 330.06334398526457)"
38.24,40.02,68.54,53.4,94.54,8.5,Loam,"(18.014132347454442, 331.8718199674986)"
46.09,32.5,28.68,131.86,40.58,7.0,Clayey Loam,"(16.244259813387234, 235.13984839554513)"
62.68,40.95,61.19,62.14,30.73,5.02,Sandy Clay Loam,"(27.943654691774924, 271.5624677337032)"
43.56,29.35,70.18,65.79,67.46,8.33,Clayey Loam,"(27.355985120855685, 474.06422102002773)"
36.75,29.35,65.19,69.93,94.08,7.31,Loam,"(26.900064199959665, 214.57102411726427)"
56.45,44.85,47.98,96.25,35.55,4.49,Loam,"(24.88142460226448, 404.5186456121037)"
65.44,28.8,50.96,138.49,45.6,4.31,Sandy,"(26.06221089685276, 458.6533901961982)"
62.86,28.34,43.27,110.88,92.41,6.14,Silty Clay,"(29.925724859580605, 132.37680803207027)"
49.46,27.07,55.82,46.68,92.81,4.49,Silty Clay,"(23.49742983354705, 471.6008119373586)"
55.41,27.41,65.41,78.29,29.65,5.0,Sandy,"(30.227481051569995, 279.1387115229569)"
68.36,44.88,47.21,124.49,69.81,7.74,Sandy Loam,"(29.94224779889452, 253.41799800019427)"
35.35,32.15,36.17,102.9,80.43,7.2,Loam,"(31.870779785702776, 317.8815762743013)"
30.87,40.17,69.38,40.29,26.59,6.85,Sandy,"(26.919352098605096, 473.7461172839627)"
58.54,30.53,48.77,60.97,48.87,6.2,Clayey Loam,"(25.99790113175529, 304.6189729756604)"
49.68,44.33,74.2,51.85,28.17,7.74,Silty Clay Loam,"(27.473277181832287, 166.26086447659594)"
60.43,48.74,48.47,132.54,38.93,4.38,Silty Clay Loam,"(26.595915802847657, 329.0017247616356)"
30.63,37.22,64.55,126.98,96.37,6.15,Sandy Clay Loam,"(26.127918617730565, 160.50473120330676)"
30.8,38.22,47.69,118.22,52.66,5.31,Clayey Loam,"(26.4534635841572, 148.0697456253005)"
69.02,29.14,45.07,49.0,52.17,8.27,Sandy Loam,"(26.734940000298565, 205.91056103964104)"
44.21,26.11,40.07,107.49,49.04,6.43,Sandy Clay Loam,"(27.197573796527468, 178.18086784377775)"
52.83,37.15,57.8,52.31,52.91,6.13,Silty Clay Loam,"(25.8017893519127, 479.1537533871597)"
33.95,18.53,48.01,121.12,92.07,6.31,Loam,"(25.323639920819296, 314.206943907403)"
51.57,23.35,59.79,73.49,63.33,8.06,Sandy,"(16.620397964684, 159.1849237637326)"
62.28,21.22,25.8,79.24,89.73,5.06,Loam,"(28.102331213122067, 191.09202099037566)"
58.37,41.03,36.68,68.78,36.42,5.62,Loam,"(30.539639721541413, 273.9980414809853)"
53.14,33.15,47.89,51.84,61.54,7.8,Loam,"(30.91280125314683, 327.91197981224786)"
31.66,30.24,37.27,65.08,55.31,6.6,Sandy Clay Loam,"(22.528585014161795, 333.9036055822696)"
37.36,43.77,65.33,139.84,89.93,4.91,Sandy Clay Loam,"(19.008207609651166, 327.82983133563664)"
49.23,25.06,27.83,108.15,29.82,6.65,Clayey Loam,"(16.271144871720015, 255.98232023114474)"
45.65,32.33,30.08,140.08,60.01,7.17,Sandy Clay Loam,"(29.967800212225768, 475.8923931174272)"
63.85,32.63,33.85,115.74,45.0,7.34,Sandy,"(27.4576410475882, 350.1477226441607)"
34.42,39.09,57.4,67.54,84.35,8.21,Silty Clay Loam,"(19.92984021730124, 410.7601709303569)"
37.24,21.03,25.28,93.77,25.11,7.13,Clayey Loam,"(30.78983892424667, 475.4199759230272)"
49.94,49.14,54.39,101.23,30.96,7.02,Sandy,"(26.366933403423566, 185.15372772968067)"
49.59,36.59,26.87,87.32,40.58,4.76,Clayey Loam,"(20.83721448933953, 429.90860033883854)"
31.24,33.9,58.98,59.24,25.55,6.53,Sandy Loam,"(24.101518284043088, 383.9906529069267)"
65.02,26.67,70.45,149.69,61.54,4.93,Sandy,"(28.00360201392776, 448.7450083231271)"
51.98,26.88,47.58,132.68,83.45,5.73,Silty Clay,"(28.799148119035063, 318.96362435496883)"
31.08,18.98,41.39,95.06,94.37,4.34,Silty Clay,"(27.62056642955354, 345.9935301197722)"
51.03,42.53,68.08,148.75,90.99,4.1,Clayey Loam,"(17.162962123664286, 359.69133262627213)"
62.39,44.37,34.02,108.16,23.77,4.69,Sandy Loam,"(29.557040058183222, 390.6326246636616)"
64.84,35.7,42.99,140.35,58.68,4.02,Sandy Loam,"(24.246622611028133, 134.97378820788236)"
31.46,40.32,69.57,57.74,47.91,5.66,Clayey Loam,"(27.91765798439819, 209.51772504618435)"
58.26,21.66,67.5,58.15,57.3,5.11,Clayey Loam,"(28.658888069319836, 401.94556025107886)"
48.87,21.35,61.3,132.78,75.63,4.93,Loam,"(19.879799267830386, 147.09318577135346)"
56.86,22.87,44.73,75.84,87.86,6.71,Sandy Clay Loam,"(18.22490780827204, 425.22838019793306)"
59.83,37.83,40.39,112.63,80.41,7.33,Sandy Loam,"(25.096672720539498, 386.41079970317276)"
66.51,33.1,25.96,68.63,45.03,6.12,Clayey Loam,"(20.63255356078876, 382.7548711374543)"
31.94,45.74,46.98,51.24,78.36,6.85,Silty Clay,"(27.835279437900198, 184.8766155442887)"
43.27,46.84,36.47,80.88,70.64,4.84,Silty Clay,"(28.577255186306836, 218.41615936478354)"
45.96,34.44,47.11,98.26,56.63,8.48,Clayey Loam,"(31.558103889189617, 460.79651664659923)"
55.4,36.86,36.41,139.88,77.86,7.22,Sandy,"(29.94245623034415, 316.530574128885)"
59.39,19.87,44.72,144.06,80.75,5.27,Silty Clay Loam,"(26.333890954338948, 446.9327033587635)"
67.45,32.9,71.88,48.67,82.83,7.28,Sandy,"(30.54298037284372, 160.9560329173783)"
44.29,15.05,66.45,67.23,69.28,4.61,Clayey Loam,"(25.36429215054482, 132.12247796224895)"
67.23,48.31,55.52,88.17,25.98,8.5,Clayey Loam,"(18.17103784338168, 138.82550267680895)"
49.58,28.56,58.69,92.81,40.65,5.5,Loam,"(31.79883434744425, 328.6358730323454)"
62.73,23.38,56.6,99.15,96.89,4.62,Clayey Loam,"(16.67734511555367, 121.9160713533128)"
37.16,40.48,59.41,45.18,21.04,8.33,Sandy Loam,"(30.772751652334435, 449.4476574672968)"
63.55,26.62,28.85,87.65,34.95,6.99,Loam,"(28.16993067778607, 429.21016111535016)"
60.79,47.53,46.36,50.91,55.0,7.66,Silty Clay Loam,"(18.02872769319889, 267.47701418762085)"
68.03,30.98,38.37,70.74,62.31,5.57,Silty Clay,"(20.18840657151139, 472.4614376693913)"
37.65,26.25,69.56,93.42,57.5,5.4,Silty Clay,"(24.746637152650756, 278.27537050137795)"
48.99,26.11,32.96,140.17,45.79,7.57,Sandy Loam,"(30.684661216264175, 264.58511942830575)"
32.93,17.96,31.41,89.09,78.31,8.29,Sandy Loam,"(23.221773622806253, 332.7006148956582)"
64.96,37.43,50.29,149.85,72.39,8.07,Silty Clay,"(18.97675149727431, 415.2567677608097)"
30.2,20.09,25.65,146.54,93.49,7.08,Loam,"(15.147697865943515, 316.2219303854888)"
48.82,47.87,45.87,110.23,98.54,8.39,Silty Clay,"(21.375856402960693, 178.17880480833213)"
61.21,47.11,63.58,139.61,77.08,7.33,Loam,"(18.0877570914394, 458.6321094649456)"
54.09,23.75,43.15,144.97,35.99,4.07,Loam,"(18.57701704919878, 478.74987742832815)"
33.44,21.36,58.86,119.48,72.65,7.36,Sandy Loam,"(15.350272008100967, 391.16780742704555)"
68.89,27.92,40.17,76.05,83.11,4.01,Silty Clay Loam,"(28.92431628546349, 348.48173115728343)"
50.21,30.07,36.77,138.62,30.15,5.74,Silty Clay Loam,"(25.357262730722553, 464.741801026314)"
51.1,30.48,36.95,92.79,94.44,6.51,Sandy Clay Loam,"(16.98606114098275, 497.89578999055146)"
51.73,47.75,52.07,124.16,41.43,6.55,Silty Clay,"(24.018270590312095, 410.15716516809533)"
56.81,43.77,26.05,75.95,61.64,8.33,Sandy,"(16.04501762531633, 372.8335166941504)"
33.35,17.04,29.99,123.7,66.34,5.32,Silty Clay,"(16.633572264719476, 141.71969493431192)"
43.21,21.84,48.17,60.24,47.46,8.38,Sandy Loam,"(31.099897682802705, 332.2376665977413)"
47.38,35.28,26.89,101.95,81.64,6.2,Sandy Clay Loam,"(31.992911748121905, 265.35160814425353)"
61.06,22.46,52.87,136.68,20.18,8.26,Loam,"(24.089975379713394, 165.23383418556125)"
61.45,35.74,56.69,142.89,41.22,4.13,Clayey Loam,"(19.097949132496908, 161.3238560619121)"
32.97,34.96,56.07,129.53,70.5,5.35,Clayey Loam,"(17.84324403330614, 365.6122986449624)"
45.05,31.85,71.6,63.65,51.35,5.33,Silty Clay,"(18.666564643483547, 324.36012726721503)"
35.96,36.33,26.67,56.97,62.38,6.36,Sandy,"(21.717422066446773, 451.74285376266994)"
48.04,16.67,70.16,117.89,43.51,5.53,Sandy Clay Loam,"(22.28171935748998, 460.820532990017)"
67.82,44.32,44.49,118.01,38.86,5.02,Silty Clay Loam,"(28.769915924313388, 412.4786777178567)"
58.79,49.15,40.61,82.42,22.49,5.59,Sandy Clay Loam,"(31.022348549837147, 252.62803243871656)"
56.17,40.8,65.23,87.77,96.52,5.43,Clayey Loam,"(22.371013039448254, 143.34150080426468)"
61.03,19.81,33.31,115.16,33.72,4.99,Sandy,"(28.472055663117153, 342.70539213781984)"
31.05,43.74,40.06,67.15,57.57,5.91,Sandy Clay Loam,"(31.50882496558696, 228.179533529048)"
41.28,20.22,34.8,149.22,20.99,7.55,Silty Clay Loam,"(23.150367031816128, 143.9938730263834)"
66.72,46.83,42.3,54.96,31.08,4.85,Silty Clay,"(31.299442933370187, 299.04200946990073)"
61.77,28.79,31.21,88.51,80.57,6.67,Sandy Loam,"(21.836876594085012, 386.91846346739624)"
67.53,46.92,25.03,93.03,92.3,5.25,Sandy Loam,"(18.929880043626866, 397.0818010447821)"
60.74,46.98,25.53,135.0,60.65,5.17,Sandy Loam,"(29.508893211010715, 284.61659734434)"
69.94,40.61,52.5,102.35,62.46,5.72,Loam,"(24.740489594346954, 440.32561117410927)"
56.1,26.4,47.95,116.46,32.3,8.45,Clayey Loam,"(24.78375725241984, 206.1751587274461)"
57.81,47.84,26.27,60.4,97.73,5.18,Sandy,"(19.895770783267324, 238.31809421378156)"
39.79,37.29,42.56,41.84,82.84,4.13,Silty Clay,"(23.884637464019015, 409.28783136995946)"
40.59,30.06,50.17,97.94,24.19,8.49,Sandy,"(30.392682801092302, 377.34810959116385)"
35.43,18.61,30.59,41.3,98.85,4.69,Silty Clay Loam,"(28.53894322359673, 342.88906767412624)"
48.41,36.45,67.31,124.84,93.7,5.64,Sandy Clay Loam,"(18.681863691801745, 402.54258768927605)"
59.73,39.3,36.67,98.89,73.73,8.49,Clayey Loam,"(20.246942718648576, 322.6051858773627)"
48.17,15.2,44.76,146.34,24.77,5.44,Loam,"(17.8823831607946, 493.76692124504893)"
39.87,25.25,34.58,95.04,68.92,7.42,Sandy Clay Loam,"(25.96778549474256, 257.2169505929842)"
37.49,25.61,62.87,88.96,67.51,7.98,Silty Clay Loam,"(27.20243103379844, 273.4630693619598)"
40.51,15.77,48.65,71.59,45.33,7.52,Sandy Loam,"(27.936704820432958, 450.91880428630566)"
65.47,32.09,33.38,94.07,51.02,7.68,Clayey Loam,"(25.160083844204898, 142.498937189218)"
63.64,22.29,50.54,108.89,89.42,4.57,Loam,"(26.58977756757128, 344.75165586429193)"
36.35,46.39,65.3,61.56,84.75,5.34,Sandy Clay Loam,"(16.69812672147463, 129.9895652669313)"
59.49,41.39,39.54,132.36,78.64,7.0,Silty Clay Loam,"(26.062760785356033, 192.564163049407)"
54.56,22.93,31.36,76.22,21.29,4.81,Clayey Loam,"(16.300758511269095, 444.80133810205206)"
36.61,32.27,56.26,98.1,46.06,6.86,Sandy,"(20.69215427986616, 372.89253487489947)"
65.56,41.67,51.8,84.61,86.02,6.8,Sandy,"(21.172105170360627, 193.63157711183607)"
55.24,45.5,61.98,137.12,55.33,4.34,Clayey Loam,"(16.1868540063287, 335.3998814922138)"
45.68,39.76,40.12,52.31,23.35,5.98,Sandy Loam,"(27.0746173584293, 383.9712302585622)"
41.22,27.37,34.97,125.91,83.04,5.03,Silty Clay Loam,"(24.687499578114032, 172.32157916402724)"
57.23,48.35,49.93,142.37,38.68,6.01,Silty Clay Loam,"(23.413556843714165, 443.78331833541154)"
58.45,33.37,55.98,51.62,87.79,8.43,Sandy,"(15.87634350339344, 292.18263832406706)"
32.06,31.77,59.32,139.14,39.76,7.88,Silty Clay,"(18.181511671020232, 172.09580257828455)"
43.9,49.64,39.16,110.8,38.15,7.73,Sandy,"(30.72003182792671, 344.37434264375656)"
42.65,37.96,57.26,70.49,48.29,4.99,Sandy Clay Loam,"(27.201678713121446, 291.12255724306885)"
64.57,49.52,58.03,149.2,73.93,7.04,Sandy,"(24.636525648115974, 215.01271136805158)"
36.43,44.45,60.92,117.41,41.04,7.99,Clayey Loam,"(23.682897235028705, 186.49559973051967)"
33.68,26.16,40.96,98.68,84.2,7.76,Silty Clay Loam,"(22.09041887272625, 484.4301828066915)"
34.3,16.72,59.99,118.05,45.26,5.81,Sandy,"(15.168911025635005, 330.60169200199016)"
56.91,29.54,48.5,78.32,21.28,6.46,Clayey Loam,"(30.784568404974404, 190.8121893280503)"
34.73,21.56,57.95,83.39,76.25,7.65,Loam,"(26.40798895014828, 156.87031639567016)"
37.14,47.06,68.02,49.59,21.13,5.39,Sandy Loam,"(28.73734065674656, 361.96054676758365)"
55.12,16.02,26.86,140.07,25.03,8.04,Clayey Loam,"(20.87750836064342, 232.38583399202167)"
65.32,33.57,59.25,71.73,39.14,4.96,Sandy Loam,"(17.629999652195366, 349.28677064873193)"
50.26,19.32,59.95,135.85,92.67,5.38,Sandy Loam,"(23.138694982482427, 147.80177753796238)"
43.82,39.65,58.28,141.86,24.41,7.92,Sandy,"(26.085296554889375, 361.2785747431658)"
60.96,20.1,54.43,148.25,86.58,6.66,Clayey Loam,"(26.950938964978974, 238.48825665860585)"
35.4,25.82,43.29,94.72,26.37,7.45,Silty Clay Loam,"(15.921573294576651, 243.2054671748735)"
41.55,37.84,68.68,92.82,28.22,8.16,Sandy Loam,"(29.918117723334092, 342.9141237033734)"
46.47,24.32,67.92,81.22,90.12,8.13,Silty Clay Loam,"(21.413907089145585, 345.85744800026964)"
40.13,47.43,50.47,124.33,64.58,6.88,Sandy Loam,"(30.356179930237676, 386.54694688134214)"
56.3,33.68,66.34,148.08,53.04,5.6,Loam,"(25.679321135118975, 439.87948333878836)"
47.6,24.98,39.52,59.02,85.53,5.14,Sandy,"(30.593073205877836, 180.45333856770463)"
32.33,45.14,32.58,96.39,22.97,6.94,Clayey Loam,"(15.070098207654201, 395.9134349724916)"
43.85,24.57,37.58,97.01,76.09,4.2,Sandy Loam,"(20.173821299684835, 383.140741911308)"
45.14,49.26,34.31,125.47,42.89,5.81,Silty Clay Loam,"(30.283304553630874, 169.03324146195962)"
36.4,20.52,70.52,47.3,22.81,7.86,Sandy Clay Loam,"(16.89384038761059, 214.65815594581386)"
62.55,49.72,38.83,120.97,43.43,5.42,Sandy Loam,"(19.446288491617388, 429.8789081059748)"
65.76,15.14,68.0,46.88,29.11,6.25,Loam,"(29.63891435484458, 344.37735862556644)"
41.52,45.02,42.19,130.49,26.74,5.91,Sandy Clay Loam,"(24.450132227845923, 211.91486263543567)"
65.33,22.15,56.78,93.03,55.95,5.79,Silty Clay Loam,"(28.991538391931215, 298.0755082852848)"
66.91,39.79,49.81,58.34,35.0,6.74,Clayey Loam,"(18.438621370092743, 352.339032942309)"
34.35,48.78,74.92,58.41,85.0,5.3,Sandy Clay Loam,"(16.38025063492388, 390.1647475378167)"
61.62,48.14,54.02,54.04,27.27,5.25,Silty Clay Loam,"(31.250058922464504, 306.0329297567787)"
49.36,31.34,44.84,141.05,59.82,5.54,Sandy Clay Loam,"(28.90290724042052, 237.65711290569016)"
61.18,30.39,65.21,133.11,48.08,8.09,Sandy,"(30.56610054454663, 484.18883030533226)"
58.24,31.7,43.64,92.95,87.42,5.41,Sandy Clay Loam,"(24.36290724228139, 243.1942980747565)"
39.02,21.16,37.63,75.81,35.17,5.74,Sandy Loam,"(31.430651030549956, 403.166698279767)"
48.43,22.86,34.41,48.6,56.39,7.77,Sandy Loam,"(26.564585789687904, 279.8696951042813)"
69.19,44.33,62.86,132.44,98.32,6.25,Loam,"(21.766980369974444, 248.54221974548352)"
37.11,42.12,48.61,126.1,87.88,4.59,Sandy Loam,"(16.262488486550374, 192.695057018576)"
50.96,23.42,64.78,92.1,57.24,7.75,Loam,"(29.643800737102328, 420.7749364617963)"
33.92,29.84,49.12,112.17,64.06,4.48,Silty Clay Loam,"(31.862938118128543, 345.8511613900777)"
49.22,32.84,74.58,115.62,71.84,7.29,Loam,"(30.093266227380607, 301.3340909737648)"
54.09,32.27,47.39,121.34,42.21,5.39,Sandy Clay Loam,"(24.76816917699061, 150.64565816073448)"
52.07,17.43,63.64,108.37,30.2,6.76,Sandy,"(23.064889297821654, 468.7247667442446)"
35.14,42.63,39.96,63.69,72.58,6.19,Silty Clay,"(16.633679930598063, 486.8180379683335)"
32.53,35.07,74.19,93.3,78.82,7.56,Sandy,"(30.81875182366525, 166.8716598495127)"
33.96,19.42,28.49,54.94,22.7,4.42,Silty Clay,"(26.106616445358654, 243.74925046226082)"
47.7,19.38,41.77,123.58,95.02,4.01,Sandy Clay Loam,"(17.472003760958856, 467.7252967373404)"
68.41,16.11,65.34,66.18,41.95,7.38,Sandy,"(19.538360295831843, 309.70838653400835)"
32.99,36.66,27.61,59.3,86.2,6.86,Sandy Clay Loam,"(16.831231149952536, 439.19806108876423)"
53.92,41.16,43.15,102.62,80.63,4.88,Silty Clay Loam,"(28.593631509301822, 399.38780372868064)"
49.97,31.64,48.07,45.89,35.27,6.86,Loam,"(27.224497622780245, 322.4833023215198)"
51.1,43.83,48.04,138.49,37.31,6.83,Loam,"(29.905121412807294, 328.13929935129386)"
51.21,49.23,32.97,80.0,37.8,8.17,Silty Clay,"(26.826925235534773, 312.47694913740145)"
67.54,33.43,27.93,84.76,44.48,7.49,Silty Clay,"(17.010829006568134, 467.1492416675711)"
69.93,49.22,54.86,43.32,54.4,7.58,Sandy Clay Loam,"(15.786684328764153, 182.51585021438535)"
32.21,38.73,47.96,139.74,55.88,5.36,Silty Clay,"(20.134672132112396, 254.49647050662003)"
69.23,15.55,66.36,138.66,26.49,4.2,Loam,"(29.697944804775652, 293.4320391481066)"
66.58,37.42,71.22,106.93,28.89,6.6,Sandy Clay Loam,"(20.707513667062774, 489.035812584064)"
58.1,20.94,66.02,145.06,24.26,7.75,Silty Clay Loam,"(19.073765406046473, 141.24634342512113)"
32.3,15.68,50.98,134.22,71.81,7.62,Loam,"(17.571357291752843, 480.79510409001267)"
55.99,34.83,57.91,121.11,92.14,5.2,Sandy Loam,"(18.247925024023033, 185.10344308790908)"
59.11,33.78,31.43,107.09,81.92,6.12,Silty Clay Loam,"(30.445710624400284, 230.3317096907498)"
41.68,41.44,59.84,130.44,74.8,6.91,Silty Clay,"(26.48459285057521, 417.7121801456626)"
30.78,16.08,71.71,119.11,61.3,5.6,Sandy,"(28.430046315520745, 373.2983164126925)"
64.59,35.69,74.34,124.14,26.62,7.65,Sandy Clay Loam,"(25.916959211429237, 395.0770951562474)"
64.29,43.09,74.11,111.56,23.56,6.1,Sandy Clay Loam,"(17.98410127751766, 376.4993037061699)"
34.18,24.22,28.45,125.2,68.32,6.62,Silty Clay Loam,"(29.880712040710137, 352.7962945349832)"
46.6,20.23,57.46,46.54,42.37,7.44,Sandy Clay Loam,"(31.254159182810625, 332.18431891899786)"
35.36,26.16,53.27,98.94,26.71,7.69,Sandy,"(26.606642909955596, 369.46896955938223)"
50.41,20.93,51.19,135.23,24.06,4.11,Silty Clay,"(23.412678596552134, 178.6299256377094)"
59.3,42.89,65.8,59.84,83.95,8.14,Sandy,"(16.068914787622568, 309.1357664734436)"
